subject,model,K,n,acc,sigma2_item,sigma2_template,sigma2_resid,phi,phi_excl_resid,acc_spread
marketing,google_flan_t5_xl,100,234,0.7777350427350427,0.15819396785062023,2.213544416691769e-05,0.015324061568696761,0.00012755228269104523,0.00013990639199143394,0.047008547008547064
marketing,google_flan_t5_xxl,100,234,0.8470940170940171,0.12267910386651446,0.0,0.007378854388868695,0.0,0.0,0.02136752136752129
marketing,google_flan_ul2,100,234,0.8364102564102565,0.12543242853686346,0.0,0.011943676521645049,0.0,0.0,0.02991452991452992
marketing,google_gemma_7b,100,234,0.8678632478632479,0.08635376545247792,6.53317963761454e-05,0.02862844356406588,0.0005678678215502419,0.000755987952385278,0.0641025641025641
marketing,google_gemma_7b_it,100,234,0.7613675213675214,0.14176995367267184,0.0008926875593542253,0.039640852974186305,0.004896711186152377,0.006257332344649088,0.20940170940170932
marketing,ibm_mistralai_merlinite_7b,100,234,0.8616239316239316,0.09069068588381896,0.0,0.028949826203045086,0.0,0.0,0.05555555555555547
marketing,meta_llama_llama_3_70b_instruct,100,234,0.921965811965812,0.06368674455941982,0.0,0.008534010365197775,0.0,0.0,0.02564102564102566
marketing,meta_llama_llama_3_8b,100,234,0.8485042735042735,0.10058780090253623,0.0,0.028420122504528793,0.0,0.0,0.047008547008547064
marketing,meta_llama_llama_3_8b_instruct,100,234,0.8872649572649572,0.08208525962460154,1.5895724050230677e-05,0.018276429234941396,0.00015835930019807281,0.0001936114538550365,0.05128205128205132
marketing,mistralai_mistral_7b_instruct_v0_2,100,234,0.8602564102564103,0.09059783484676188,1.0723129464188118e-05,0.02999532020991249,8.891197883071528e-05,0.0001183456585524919,0.05555555555555547
marketing,mistralai_mistral_7b_v0_1,100,234,0.8338461538461538,0.0977472313094631,8.960519690133399e-05,0.04113028602298988,0.0006447942165774247,0.0009158635959729242,0.08974358974358976
marketing,mistralai_mixtral_8x7b_instruct_v01,100,234,0.9147008547008547,0.057344617444760514,9.096504089351042e-06,0.020915534420541573,0.00011622066493369301,0.00015860357530575326,0.05128205128205121
marketing,tiiuae_falcon_180b,100,234,0.9025213675213675,0.07117082197196646,2.464022492634787e-05,0.01708621188592576,0.00027910917166378663,0.0003460926323956535,0.05128205128205132
marketing,tiiuae_falcon_40b,100,234,0.7867094017094017,0.13651516818898796,0.0,0.03190216793221085,0.0,0.0,0.047008547008547064
medical_genetics,codellama_codellama_34b_instruct,100,100,0.4942,0.20709558208346088,0.00012588511376390228,0.04482158963371085,0.000499458764493334,0.000607490698075649,0.11000000000000004
medical_genetics,google_flan_t5_xl,100,100,0.4849,0.23111233547597185,0.0,0.02098766452402816,0.0,0.0,0.06
medical_genetics,google_flan_t5_xxl,100,100,0.5561,0.22775714722987453,0.00014300581573308747,0.021233761861034588,0.0005740118353082355,0.0006274932852040209,0.06999999999999995
medical_genetics,google_flan_ul2,100,100,0.6066,0.22511890623405773,0.0,0.0158305887154372,0.0,0.0,0.040000000000000036
medical_genetics,google_gemma_7b,100,100,0.7209,0.16363593510866234,0.0,0.03925396388123661,0.0,0.0,0.09999999999999998
medical_genetics,google_gemma_7b_it,100,100,0.5336,0.21379791857973676,0.00013529231711049874,0.03708086929905111,0.0005389829805758818,0.00063240446185671,0.13999999999999996
medical_genetics,ibm_mistralai_merlinite_7b,100,100,0.6788,0.1803033772064074,0.00011953882256912462,0.039415814712784415,0.000543756881081814,0.0006625478913661183,0.12
medical_genetics,meta_llama_llama_3_70b_instruct,100,100,0.9321,0.047279808182838466,0.00016465666768696974,0.01632120191817162,0.002582215101494096,0.0034705137513031978,0.07999999999999996
medical_genetics,meta_llama_llama_3_8b,100,100,0.8104,0.11960967248239976,6.421793694520874e-05,0.03517820630547903,0.0004147049882012615,0.000536607748943274,0.10999999999999999
medical_genetics,meta_llama_llama_3_8b_instruct,100,100,0.7858,0.13991366187123763,0.0,0.029882297724721965,0.0,0.0,0.06999999999999995
medical_genetics,mistralai_mistral_7b_instruct_v0_2,100,100,0.6571,0.18933033363942453,0.00015457606366697297,0.03773330272421181,0.0006802978599984733,0.0008157697829826235,0.13
medical_genetics,mistralai_mistral_7b_v0_1,100,100,0.6713,0.17491680440771343,0.00025619834710743716,0.04723976124885216,0.0011519048749522585,0.0014625447019711284,0.15999999999999992
medical_genetics,mistralai_mixtral_8x7b_instruct_v01,100,100,0.7752,0.14096020814202634,0.0,0.034783226201408016,0.0,0.0,0.08999999999999997
medical_genetics,tiiuae_falcon_180b,100,100,0.7702,0.14433516988062442,0.0,0.03415573921028466,0.0,0.0,0.07000000000000006
medical_genetics,tiiuae_falcon_40b,100,100,0.5888,0.1962358330782573,0.00046815631058055293,0.0473823487399245,0.0019179947315756255,0.0023800041475270602,0.14
miscellaneous,codellama_codellama_34b_instruct,100,783,0.6841634738186463,0.17776957431365517,0.00015198778111439424,0.03839129949780507,0.0007026294229358553,0.0008542403704472776,0.06641123882503197
miscellaneous,google_flan_t5_xl,100,783,0.6513154533844189,0.20681201882718775,2.065383100355788e-07,0.020555800531106998,9.083876645412831e-07,9.986755360838322e-07,0.024265644955300147
miscellaneous,google_flan_t5_xxl,100,783,0.7211494252873564,0.1865679251877329,2.9726999575405514e-07,0.01476317396857127,1.4765208061469679e-06,1.5933581391193698e-06,0.020434227330779042
miscellaneous,google_flan_ul2,100,783,0.736602809706258,0.1794728772802481,4.805216062332609e-05,0.014728061466065014,0.0002473740553244243,0.0002676688493814476,0.033205619412515985
miscellaneous,google_gemma_7b,100,783,0.8345338441890165,0.11134943916435526,7.73627842446377e-06,0.026872560946700343,5.5966817462964784e-05,6.947265314249117e-05,0.03065134099616862
miscellaneous,google_gemma_7b_it,100,783,0.6417752234993614,0.19387981390568335,0.0006972657462118615,0.035577744896614874,0.003029550858122019,0.003583493736565955,0.1877394636015326
miscellaneous,ibm_mistralai_merlinite_7b,100,783,0.8080587484035759,0.12767132608515838,1.2434200144266694e-05,0.027579577874626428,8.00845859146661e-05,9.738278475260384e-05,0.034482758620689724
miscellaneous,meta_llama_llama_3_70b_instruct,100,783,0.9150574712643678,0.06966540760780895,1.5096762703351608e-05,0.008136018476534492,0.00019400459119749198,0.0002166569091273731,0.02937420178799488
miscellaneous,meta_llama_llama_3_8b,100,783,0.7937037037037037,0.13214075869571654,0.00010700367120196432,0.03166060859449459,0.0006528261526505858,0.000809115173571595,0.05874840357598987
miscellaneous,meta_llama_llama_3_8b_instruct,100,783,0.7900510855683269,0.1404717869493325,0.00012423543295362292,0.02545531485924035,0.0007481748416931982,0.0008836340520062644,0.0600255427841635
miscellaneous,mistralai_mistral_7b_instruct_v0_2,100,783,0.7756066411238826,0.14344700858786952,7.161468450431817e-05,0.030706666208719105,0.000411046437159686,0.0004989922762038048,0.048531289910600295
miscellaneous,mistralai_mistral_7b_v0_1,100,783,0.7859131545338441,0.1356904537762148,5.3673565937042115e-05,0.03268379047420899,0.0003186738079583879,0.00039540248987534037,0.048531289910600295
miscellaneous,mistralai_mixtral_8x7b_instruct_v01,100,783,0.8698978288633461,0.09362079440902775,4.1970168279562586e-05,0.019633068855418465,0.0003704475884762714,0.0004480987558820269,0.03575989782886335
miscellaneous,tiiuae_falcon_180b,100,783,0.8525542784163473,0.10296252019233668,3.6153112458097174e-05,0.022838958153457767,0.0002872996896011286,0.00035100561296661073,0.03575989782886335
miscellaneous,tiiuae_falcon_40b,100,783,0.716602809706258,0.15816696523989934,5.5882140134131714e-05,0.04506351102523604,0.00027489370448914076,0.0003531862879443011,0.048531289910600295
moral_disputes,codellama_codellama_34b_instruct,100,346,0.5400867052023122,0.1941134931454107,7.706452139726849e-05,0.05476587352963326,0.00030955023345615064,0.0003968499927246501,0.0809248554913295
moral_disputes,google_flan_t5_xl,100,346,0.581936416184971,0.22327816660362526,6.36845120383695e-06,0.02064786171169685,2.6107443243516197e-05,2.8521685132708058e-05,0.05491329479768792
moral_disputes,google_flan_t5_xxl,100,346,0.6532369942196532,0.20780155411871928,2.558888711188263e-06,0.019315476961116566,1.1266701879580857e-05,1.2313946409216474e-05,0.03179190751445082
moral_disputes,google_flan_ul2,100,346,0.6671387283236995,0.20304171648630057,0.0,0.019615986454136744,0.0,0.0,0.031791907514450934
moral_disputes,google_gemma_7b,100,346,0.6778901734104046,0.15876824371722587,7.25915433128303e-05,0.05997557801352724,0.00033174633578291005,0.00045700806844639174,0.06936416184971095
moral_disputes,google_gemma_7b_it,100,346,0.57878612716763,0.19615050395045372,0.0003981932079444017,0.0478163218851834,0.0016295016754152751,0.0020259264686119938,0.17341040462427743
moral_disputes,ibm_mistralai_merlinite_7b,100,346,0.7008381502890173,0.16301884049509077,5.830272228864843e-05,0.047059990031842254,0.00027745083121269036,0.00035751621066191825,0.06936416184971095
moral_disputes,meta_llama_llama_3_70b_instruct,100,346,0.8331791907514451,0.1274949359558558,0.0,0.011869560986424521,0.0,0.0,0.023121387283236983
moral_disputes,meta_llama_llama_3_8b,100,346,0.6822543352601156,0.16958010870199863,0.00030528963929315795,0.04739249748045928,0.0014050653341360104,0.001797032836688209,0.11560693641618502
moral_disputes,meta_llama_llama_3_8b_instruct,100,346,0.7247976878612716,0.16933212666160644,3.5201643645985936e-07,0.03062380866552769,1.7604669557352536e-06,2.078847715500339e-06,0.049132947976878616
moral_disputes,mistralai_mistral_7b_instruct_v0_2,100,346,0.6611560693641618,0.18089340756141462,9.161735474879475e-05,0.04356868509168082,0.0004079975109099481,0.0005062151125002419,0.0664739884393063
moral_disputes,mistralai_mistral_7b_v0_1,100,346,0.6653468208092486,0.17645816631591948,0.00018179618079090307,0.04653362391613208,0.0008145954174639803,0.0010291905536058338,0.08092485549132944
moral_disputes,mistralai_mixtral_8x7b_instruct_v01,100,346,0.7673410404624278,0.14773520240522,6.0039111056954634e-05,0.031162007949140393,0.00033549415425362196,0.00040623169217760246,0.06069364161849711
moral_disputes,tiiuae_falcon_180b,100,346,0.7720809248554913,0.15076963485910455,8.08774686633446e-05,0.02555875585883126,0.00045846496329090506,0.0005361431487061449,0.06358381502890176
moral_disputes,tiiuae_falcon_40b,100,346,0.5861271676300578,0.1968202524533261,6.506549959678892e-05,0.04626762557297868,0.0002675908366696696,0.0003304741068216508,0.0780346820809249
