draw,capability_phi,dilemma_phi,dilemma_to_capability,n_capability_cells
109,0.007912993536506437,0.14385431023853534,18.17950559100881,47
110,0.013107356772581994,0.14385431023853534,10.975081607563334,47
111,0.005515400086068339,0.14385431023853534,26.08229829090823,47
112,0.0028490028490028236,0.14385431023853534,50.492862893726354,47
113,0.004192872117400407,0.14385431023853534,34.30925299189078,47
114,0.006956521739130434,0.14385431023853534,20.679057096789457,47
115,0.006170118995152052,0.14385431023853534,23.314673566516895,47
116,0.008602601762484275,0.14385431023853534,16.722186404801427,47
117,0.004536474720128775,0.14385431023853534,31.710594484355866,47
118,0.0014903129657227944,0.14385431023853534,96.5262421700577,47
119,0.010380622837370247,0.14385431023853534,13.857965219645566,47
120,0.010380622837370236,0.14385431023853534,13.857965219645578,47
121,0.0035347856262811636,0.14385431023853534,40.69675659224628,47
122,0.0035106016945507714,0.14385431023853534,40.977109554133975,47
123,0.010216568485158938,0.14385431023853534,14.080491942818648,47
124,0.013233601841196777,0.14385431023853534,10.870382225851063,47
125,0.00809752363004623,0.14385431023853534,17.765222654585088,47
126,0.010998459025283886,0.14385431023853534,13.079496855680858,47
127,0.004463287008997508,0.14385431023853534,32.230575795045326,47
128,0.006232686980609387,0.14385431023853534,23.080624887160674,47
129,0.005517933283170306,0.14385431023853534,26.070324314592735,47
130,0.012826504647660598,0.14385431023853534,11.215394543576817,47
131,0.0056340648316092305,0.14385431023853534,25.532952590722484,47
132,0.005691797306966755,0.14385431023853534,25.27396927196578,47
133,0.010224674536885813,0.14385431023853534,14.06932902554274,47
134,0.007339104252916822,0.14385431023853534,19.601071913014795,47
135,0.009315239108435602,0.14385431023853534,15.442900452041556,47
136,0.006772111214724818,0.14385431023853534,21.24216594756275,47
137,0.005466778805719107,0.14385431023853534,26.3142730574797,47
138,0.008665111909591126,0.14385431023853534,16.60155249458553,47
139,0.008009524840350682,0.14385431023853534,17.960405030997688,47
140,0.006376195536663122,0.14385431023853534,22.561150989076967,47
141,0.0023266178416145268,0.14385431023853534,61.829797599553125,47
142,0.007845786137379207,0.14385431023853534,18.335232151330114,47
143,0.0062434963579604446,0.14385431023853534,23.040665356538792,47
144,0.012016242097188061,0.14385431023853534,11.97165545392922,47
145,0.006784771956275918,0.14385431023853534,21.202526947935226,47
146,0.0054746944510723995,0.14385431023853534,26.276226285168615,47
147,0.00583049418706756,0.14385431023853534,24.672747390369445,47
148,0.0081777391807787,0.14385431023853534,17.590963352885666,47
149,0.004214963119072706,0.14385431023853534,34.12943510409253,47
150,0.004282128266968546,0.14385431023853534,33.59411518524511,47
151,0.005061221110156593,0.14385431023853534,28.42284640555538,47
152,0.005072181037846278,0.14385431023853534,28.361430549335832,47
153,0.01370254067941765,0.14385431023853534,10.498367682616438,47
154,0.0070765148164528896,0.14385431023853534,20.328412215583047,47
155,0.008718114304165317,0.14385431023853534,16.500622178101636,47
156,0.013637591142317043,0.14385431023853534,10.548366550758342,47
157,0.00860832137733145,0.14385431023853534,16.711075706043133,47
158,0.007536547716335242,0.14385431023853534,19.087560465746858,47
159,0.007687113696566768,0.14385431023853534,18.713696182584606,47
160,0.00338878619839803,0.14385431023853534,42.45009918493504,47
161,0.009204114780725515,0.14385431023853534,15.629347706504374,47
162,0.009679821295606844,0.14385431023853534,14.86125681925793,47
163,0.004062114897815168,0.14385431023853534,35.41364876604259,47
164,0.004360180924697266,0.14385431023853534,32.992738770014086,47
165,0.00688156465048896,0.14385431023853534,20.904302661505035,47
166,0.01085705212178953,0.14385431023853534,13.249849832610394,47
167,0.002961232069020565,0.14385431023853534,48.579208547513645,47
